Frequency,Recency,MonetaryValue,Cluster
5,8.0,1624.05,0
1,322.0,135.75,1
1,71.0,224.14000000000004,0
1,260.0,40.5,1
5,18.0,2206.9500000000007,0
1,367.0,87.5,1
3,66.0,689.48,0
2,154.0,622.8499999999998,3
2,29.0,406.76,0
1,70.0,310.62,0
2,14.0,411.41,0
16,1.0,4777.18,2
41,1.0,16225.390000000005,2
3,119.0,1044.3200000000002,3
1,60.0,499.32,0
15,3.0,7616.530000000001,2
1,2.0,3861.0,0
3,10.0,1079.61,0
2,92.0,193.64,3
4,59.0,1268.7,0
5,87.0,1236.54,0
6,25.0,1827.8,0
1,357.0,316.58,1
2,85.0,653.24,0
4,10.0,420.3,0
5,1.0,870.12,0
1,225.0,331.18,1
2,60.0,894.41,0
1,241.0,101.8,1
2,318.0,328.35,1
8,1.0,1661.44,2
3,46.0,734.9399999999999,0
1,87.0,96.6,0
11,10.0,5756.89,2
1,176.0,305.75,3
6,51.0,1778.9599999999996,0
1,366.0,403.25,1
1,318.0,585.0,1
2,225.0,755.75,1
2,358.0,322.0799999999999,1
1,234.0,409.4000000000001,1
1,310.0,154.41,1
5,36.0,1219.4,0
4,66.0,3386.71,0
2,239.0,429.6,1
2,113.0,612.0600000000001,3
1,276.0,197.00000000000009,1
12,217.0,2247.51,3
1,298.0,321.04999999999995,1
4,1.0,1412.3200000000002,0
3,29.0,1071.99,0
2,10.0,780.59,0
5,44.0,1706.57,0
8,66.0,1756.44,2
1,74.0,316.68,0
2,65.0,631.5699999999999,0
3,134.0,2515.84,3
2,238.0,514.1500000000001,1
1,122.0,356.0,3
13,31.0,6688.459999999999,2
11,9.0,10484.99,2
2,36.0,740.78,0
5,16.0,918.1999999999998,0
1,127.0,300.36,3
1,66.0,890.85,0
1,148.0,98.45,3
1,283.0,317.15,1
2,168.0,623.1600000000001,3
7,100.0,1810.77,3
1,135.0,254.82,3
1,323.0,178.95000000000002,1
1,106.0,156.50999999999996,3
1,64.0,393.7400000000001,0
2,151.0,1506.12,3
1,338.0,119.3,1
5,22.0,1717.36,0
1,23.0,408.8,0
7,15.0,2379.49,2
15,7.0,2507.07,2
2,57.0,721.94,0
2,4.0,716.57,0
1,37.0,615.14,0
1,66.0,135.31,0
1,46.0,255.9,0
1,354.0,290.51,1
1,172.0,113.12,3
9,58.0,2332.15,2
1,49.0,240.55,0
2,22.0,486.69,0
5,43.0,2306.52,0
3,29.0,939.78,0
18,4.0,7943.22,2
15,25.0,4668.300000000001,2
1,201.0,180.94,3
6,50.0,3672.86,0
3,10.0,641.94,0
12,2.0,4799.9,2
7,67.0,4507.01,2
1,64.0,496.44,0
12,50.0,5070.349999999999,2
1,290.0,574.02,1
8,60.0,694.4000000000002,2
3,64.0,1174.35,0
1,95.0,205.3,3
1,274.0,310.47,1
91,0.0,60767.9,2
4,75.0,924.85,0
1,110.0,52.0,3
1,199.0,327.97,3
2,64.0,570.5,0
1,326.0,165.0,1
1,3.0,312.62,0
1,283.0,204.5,1
1,44.0,267.13000000000005,0
3,70.0,2748.3100000000004,0
1,85.0,679.68,0
1,103.0,162.29000000000002,3
1,333.0,311.7099999999999,1
1,52.0,208.75,0
3,39.0,1049.7,0
2,32.0,714.9599999999999,0
4,366.0,1661.06,1
1,208.0,1028.56,3
3,156.0,351.67,3
1,53.0,173.97,0
2,66.0,574.0699999999999,0
1,80.0,2020.52,0
1,129.0,406.09,3
1,87.0,364.5,0
3,0.0,563.9399999999999,0
1,45.0,393.54,0
1,332.0,252.42,1
1,366.0,201.6,1
1,72.0,158.04,0
2,158.0,473.81,3
1,373.0,115.65,1
7,12.0,1960.11,2
2,254.0,777.0200000000002,1
2,29.0,277.05000000000007,0
10,31.0,2766.5,2
22,4.0,8347.2,2
1,39.0,427.93,0
1,361.0,418.9200000000001,1
1,372.0,326.0,1
2,95.0,913.1900000000002,3
7,25.0,2314.32,2
2,75.0,602.5100000000001,0
4,57.0,1877.5900000000004,0
1,21.0,446.94000000000005,0
7,40.0,2386.05,2
1,137.0,2007.4,3
12,8.0,2415.9100000000003,2
1,128.0,168.0,3
3,40.0,1233.3599999999997,0
7,169.0,3703.29,3
5,8.0,1690.26,0
2,213.0,596.85,1
6,14.0,5955.709999999999,2
2,169.0,642.41,3
1,40.0,316.88,0
1,186.0,394.14,3
1,270.0,140.54,1
1,172.0,500.0,3
4,4.0,1535.5299999999995,0
2,16.0,231.86,0
4,9.0,2183.5400000000004,0
1,325.0,107.45,1
1,112.0,288.17999999999995,3
1,289.0,94.0,1
2,16.0,1345.5300000000002,0
3,1.0,815.77,0
5,92.0,716.2,0
2,148.0,626.77,3
1,189.0,349.1,3
2,31.0,510.71,0
4,33.0,1056.44,0
1,264.0,267.18,1
8,84.0,3450.8400000000006,2
4,26.0,1358.88,0
1,171.0,190.53,3
3,9.0,774.9,0
1,313.0,572.81,1
4,64.0,3984.32,0
1,85.0,508.80000000000007,0
1,24.0,135.86,0
4,58.0,950.36,0
2,323.0,97.7,1
1,38.0,43.5,0
2,254.0,383.34,1
5,19.0,1447.3900000000003,0
3,33.0,1483.14,0
1,15.0,93.78,0
2,26.0,397.35,0
1,23.0,171.19,0
2,213.0,533.3,1
5,8.0,1041.48,0
1,22.0,149.29000000000002,0
3,12.0,1122.5300000000002,0
1,262.0,200.16,1
1,131.0,156.57999999999998,3
3,54.0,383.68,0
1,248.0,594.0,1
7,1.0,3236.9100000000003,2
2,9.0,1418.2600000000002,0
1,264.0,113.5,1
1,330.0,155.17000000000002,1
1,312.0,494.64,1
3,26.0,974.52,0
1,30.0,429.84,0
3,29.0,538.7299999999999,0
7,1.0,1388.37,2
1,362.0,179.10000000000002,1
3,283.0,447.22,1
1,262.0,237.07,1
1,25.0,161.64,0
1,354.0,216.76,1
3,94.0,234.6,3
1,29.0,126.14,0
1,338.0,1048.85,1
18,19.0,7354.619999999999,2
1,85.0,334.53000000000003,0
3,9.0,524.88,0
2,51.0,467.51,0
2,50.0,538.55,0
1,2.0,469.4799999999999,0
1,113.0,371.56000000000006,3
7,14.0,1771.2,2
1,77.0,454.11,0
2,40.0,1441.4199999999998,0
1,116.0,905.5,3
12,15.0,11054.96,2
4,161.0,233.81,3
4,1.0,3594.3100000000004,0
3,30.0,2575.0,0
1,92.0,91.32,3
3,22.0,1134.28,0
6,95.0,3100.09,3
2,28.0,659.4599999999998,0
5,32.0,2001.8,0
2,21.0,1299.23,0
2,17.0,1262.2,0
27,2.0,13316.4,2
4,8.0,1131.5600000000002,0
12,15.0,10384.93,2
1,362.0,147.09,1
1,81.0,52.83,0
5,52.0,3610.96,0
3,22.0,979.26,0
1,171.0,492.36000000000007,3
6,189.0,1000.27,3
1,330.0,250.0,1
5,11.0,909.23,0
2,155.0,121.0,3
19,33.0,14758.22,2
11,12.0,4139.460000000001,2
3,44.0,62.43,0
1,233.0,267.03000000000003,1
8,64.0,1942.45,2
1,1.0,343.5,0
8,40.0,3000.2000000000003,2
2,32.0,398.84,0
1,84.0,412.01,0
1,24.0,440.0,0
3,2.0,825.92,0
2,33.0,148.44000000000003,0
8,18.0,2429.7800000000007,2
1,254.0,229.33,1
11,22.0,3995.23,2
4,21.0,1502.3500000000004,0
2,8.0,2007.44,0
4,25.0,1580.93,0
3,19.0,807.57,0
4,173.0,536.4000000000002,3
1,163.0,110.92000000000002,3
1,7.0,538.4599999999999,0
1,11.0,213.3,0
1,114.0,85.13,3
1,288.0,127.86,1
9,9.0,3546.7100000000005,2
2,54.0,292.72,0
14,7.0,4954.84,2
3,77.0,1693.2599999999998,0
4,4.0,575.6300000000002,0
1,36.0,436.06,0
1,217.0,90.12,1
1,60.0,437.23,0
1,277.0,217.2,1
16,12.0,4805.17,2
1,24.0,279.77,0
1,28.0,473.65,0
4,11.0,800.5899999999999,0
1,351.0,134.55,1
4,22.0,1400.44,0
2,50.0,173.16000000000005,0
1,18.0,186.01,0
3,2.0,758.29,0
5,103.0,1375.71,3
12,7.0,4165.52,2
4,11.0,650.4300000000001,0
7,4.0,2552.86,2
2,31.0,607.45,0
4,177.0,702.25,3
1,37.0,940.67,0
3,151.0,258.88,3
1,162.0,127.1,3
2,68.0,348.6,0
13,120.0,3679.97,2
3,24.0,682.9100000000001,0
4,23.0,725.11,0
1,176.0,455.3,3
4,50.0,913.68,0
3,255.0,478.53,1
1,46.0,388.58,0
1,70.0,199.8,0
5,15.0,1771.7800000000002,0
5,100.0,1406.59,3
1,35.0,324.57,0
1,53.0,240.68,0
2,26.0,761.74,0
14,11.0,6776.56,2
9,8.0,1297.87,2
1,78.0,48.48,0
1,52.0,216.39,0
5,36.0,1198.23,0
9,61.0,2920.1600000000003,2
1,336.0,104.76,1
4,28.0,1093.68,0
1,184.0,298.48,3
1,51.0,112.46,0
13,9.0,1591.4500000000005,2
2,36.0,195.15,0
23,10.0,10399.74,2
4,32.0,776.8510000000001,0
1,10.0,336.4,0
3,56.0,1553.1799999999998,0
4,4.0,1293.03,0
9,43.0,3709.56,2
1,141.0,301.03000000000003,3
4,116.0,588.13,3
4,103.0,1534.26,3
2,74.0,675.8000000000001,0
9,4.0,2870.24,2
2,45.0,1186.35,0
8,15.0,3285.3100000000004,2
1,17.0,243.55,0
2,89.0,724.76,0
1,52.0,223.36,0
1,134.0,425.32,3
15,4.0,12515.66,2
4,105.0,1887.2,3
3,191.0,664.0,3
4,166.0,812.9999999999999,3
1,18.0,612.01,0
3,157.0,447.64,3
2,204.0,657.3500000000001,3
2,336.0,816.0,1
3,36.0,646.3,0
1,91.0,337.74,3
2,92.0,877.44,3
2,9.0,922.53,0
1,243.0,560.6700000000001,1
4,45.0,748.5,0
1,22.0,30.0,0
5,190.0,1024.1,3
1,43.0,306.45000000000005,0
9,25.0,1600.86,2
2,317.0,309.8,1
1,106.0,138.14,3
1,50.0,386.43,0
2,168.0,2242.01,3
1,39.0,301.32000000000005,0
1,217.0,76.32000000000001,1
4,40.0,684.34,0
1,296.0,173.05,1
7,18.0,2657.13,2
4,88.0,2881.02,0
5,73.0,2446.6000000000004,0
3,81.0,323.69,0
3,18.0,3435.76,0
1,49.0,657.23,0
1,52.0,352.70000000000005,0
4,24.0,781.2800000000001,0
3,9.0,1333.6799999999998,0
5,25.0,1426.16,0
1,117.0,193.75,3
9,8.0,2993.1000000000004,2
2,119.0,254.1,3
2,4.0,239.76,0
1,252.0,136.8,1
1,28.0,191.04,0
14,0.0,6479.4,2
2,266.0,409.98,1
8,33.0,2736.46,2
1,17.0,309.6499999999999,0
2,172.0,696.6799999999998,3
4,2.0,1542.14,0
1,264.0,211.5,1
4,140.0,2293.62,3
1,201.0,143.10000000000002,3
4,63.0,1060.56,0
4,35.0,945.5799999999998,0
7,40.0,3364.24,2
1,283.0,133.25,1
5,9.0,1072.36,0
2,143.0,356.7,3
2,11.0,330.87999999999994,0
4,145.0,1118.81,3
1,234.0,150.3,1
13,32.0,5045.610000000001,2
1,24.0,598.73,0
1,11.0,507.08,0
5,35.0,2222.56,0
1,364.0,203.1,1
2,201.0,218.25,3
1,15.0,415.25,0
7,16.0,5178.959999999999,2
1,212.0,85.0,1
3,65.0,1120.88,0
2,212.0,294.11999999999995,1
1,282.0,162.3,1
2,114.0,1339.45,3
8,14.0,1205.12,2
16,18.0,4812.419999999999,2
1,66.0,449.12,0
1,49.0,154.88000000000002,0
4,16.0,784.4600000000002,0
1,77.0,34.8,0
4,19.0,1094.59,0
1,134.0,196.88,3
3,12.0,974.0399999999998,0
1,40.0,149.30999999999997,0
3,235.0,44534.3,1
8,2.0,2465.48,2
7,39.0,2637.38,2
1,304.0,79.2,1
3,51.0,458.57,0
6,10.0,2364.25,0
4,61.0,532.96,0
2,65.0,714.4200000000001,0
1,24.0,205.25,0
3,218.0,253.04,1
2,65.0,583.75,0
2,31.0,1086.92,0
6,88.0,3279.97,0
1,64.0,315.06,0
3,115.0,621.8299999999999,3
26,7.0,56252.72,2
1,5.0,635.6800000000001,0
1,68.0,270.79999999999995,0
1,245.0,104.9,1
1,133.0,241.62,3
4,241.0,1047.11,1
3,183.0,475.28,3
3,25.0,345.46000000000004,0
3,9.0,2614.74,0
1,10.0,246.3,0
5,32.0,2328.9700000000003,0
3,46.0,4932.2,0
3,26.0,948.05,0
1,358.0,351.3,1
1,10.0,220.85,0
2,43.0,1612.69,0
3,14.0,965.61,0
1,149.0,610.01,3
8,1.0,2711.56,2
4,113.0,2207.4,3
3,75.0,884.14,0
2,107.0,699.0799999999999,3
3,46.0,1063.95,0
1,142.0,451.42,3
1,51.0,415.8200000000001,0
13,0.0,4206.389999999999,2
17,23.0,5528.4800000000005,2
3,46.0,784.5799999999999,0
3,50.0,903.9,0
4,306.0,3734.97,1
5,36.0,515.77,0
4,78.0,1391.98,0
6,22.0,2218.62,0
5,107.0,1801.14,3
2,207.0,1303.91,3
4,16.0,1945.33,0
5,63.0,2100.6,0
4,49.0,1905.4500000000005,0
1,319.0,206.98,1
2,44.0,570.96,0
2,3.0,885.4699999999999,0
1,372.0,15.0,1
1,172.0,532.94,3
3,56.0,1654.3100000000002,0
14,73.0,1836.09,2
2,99.0,636.1399999999998,3
1,37.0,576.0,0
3,58.0,801.76,0
1,254.0,836.7900000000001,1
4,70.0,2233.75,0
4,44.0,954.09,0
1,50.0,137.37,0
1,64.0,391.98,0
19,11.0,33643.079999999994,2
3,33.0,1048.49,0
2,58.0,355.55999999999995,0
4,72.0,1224.0600000000004,0
1,303.0,118.95,1
1,46.0,130.73999999999998,0
8,17.0,3711.77,2
2,38.0,389.2699999999999,0
2,19.0,238.85,0
2,186.0,160.70999999999998,3
1,51.0,110.8,0
12,4.0,2974.65,2
5,136.0,712.24,3
27,4.0,16387.57,2
1,18.0,297.0,0
5,15.0,1438.85,0
8,40.0,977.2099999999998,2
8,12.0,3165.36,2
4,8.0,832.88,0
2,25.0,68.84,0
6,22.0,1936.32,0
3,40.0,895.13,0
1,101.0,230.53,3
15,5.0,3812.64,2
2,277.0,149.64,1
1,32.0,354.09,0
2,14.0,360.93,0
7,63.0,4405.88,2
2,1.0,493.28,0
1,369.0,343.28,1
5,312.0,501.39,1
4,198.0,516.36,3
2,2.0,396.48,0
3,92.0,379.35,3
1,60.0,181.09000000000003,0
1,80.0,168.31,0
2,156.0,446.87,3
1,226.0,524.52,1
2,253.0,263.55,1
1,149.0,179.17000000000002,3
2,194.0,222.05,3
5,1.0,1388.88,0
1,368.0,56.25,1
1,23.0,351.11000000000007,0
3,16.0,363.88000000000005,0
7,9.0,5126.76,2
1,8.0,164.68,0
7,19.0,1567.6899999999998,2
3,3.0,967.45,0
1,173.0,191.94,3
8,0.0,1232.18,2
2,178.0,264.62,3
8,16.0,1528.09,2
1,247.0,123.1,1
2,190.0,334.23,3
2,19.0,639.8900000000001,0
4,154.0,167.5,3
1,172.0,336.03000000000003,3
1,373.0,369.50000000000006,1
1,372.0,127.08,1
1,194.0,207.15,3
1,67.0,426.63000000000005,0
8,4.0,2495.870000000001,2
3,21.0,1107.4600000000005,0
2,239.0,416.86,1
1,64.0,145.35000000000002,0
5,112.0,404.58,3
15,89.0,6115.009999999999,2
1,311.0,35.8,1
1,133.0,337.44,3
1,276.0,325.1,1
1,365.0,181.0,1
1,82.0,1708.24,0
2,8.0,955.24,0
2,16.0,364.72,0
4,31.0,1765.51,0
2,8.0,708.22,0
4,33.0,806.5699999999999,0
8,15.0,1659.38,2
14,24.0,4416.26,2
1,31.0,428.89,0
1,74.0,104.35,0
2,19.0,470.7600000000001,0
4,17.0,845.64,0
2,23.0,418.83,0
3,2.0,666.0999999999999,0
1,303.0,314.1,1
12,17.0,4199.85,2
1,366.0,307.82,1
7,39.0,3442.15,2
1,84.0,371.01,0
2,165.0,430.94,3
2,17.0,1054.73,0
1,77.0,1098.78,0
3,88.0,2398.86,0
8,24.0,3408.48,2
4,22.0,1475.02,0
10,2.0,2837.67,2
2,123.0,1142.42,3
1,30.0,168.12,0
7,12.0,1451.2799999999995,2
1,19.0,158.03,0
2,44.0,792.1100000000001,0
1,3.0,41.99,0
7,8.0,2797.57,2
1,54.0,427.0700000000001,0
6,88.0,1060.68,0
5,36.0,3089.97,0
3,2.0,12393.7,0
5,29.0,2735.37,0
4,12.0,615.3900000000001,0
1,211.0,101.4,1
4,47.0,1701.94,0
3,23.0,478.78,0
4,22.0,992.7100000000002,0
3,245.0,407.50000000000006,1
16,8.0,3362.71,2
3,35.0,1415.29,0
47,3.0,37130.600000000006,2
3,37.0,662.3800000000001,0
3,3.0,705.39,0
8,3.0,1508.7600000000002,2
1,47.0,211.88,0
2,39.0,408.9,0
9,46.0,3786.24,2
3,16.0,851.01,0
1,260.0,628.2800000000002,1
3,46.0,719.81,0
1,12.0,251.24,0
1,29.0,439.66,0
1,43.0,236.09,0
6,91.0,934.62,0
63,38.0,81024.84,2
1,309.0,331.24,1
2,92.0,548.94,3
20,5.0,8816.4,2
3,196.0,437.7000000000001,3
2,87.0,758.92,0
3,269.0,855.0200000000002,1
3,7.0,471.78,0
3,65.0,1313.5500000000002,0
3,30.0,3166.4,0
5,22.0,1197.2700000000002,0
4,37.0,773.99,0
4,119.0,1340.7,3
2,373.0,256.44000000000005,1
3,40.0,1111.79,0
1,173.0,137.89999999999998,3
1,54.0,362.06,0
2,32.0,1511.9500000000005,0
1,145.0,783.9000000000001,3
1,220.0,134.8,1
1,45.0,664.8500000000001,0
7,16.0,2263.12,2
6,65.0,1459.86,0
4,9.0,1153.62,0
1,260.0,335.32000000000005,1
1,365.0,372.09,1
5,16.0,1521.8700000000003,0
2,22.0,852.15,0
1,44.0,326.24,0
1,288.0,584.32,1
1,297.0,122.4,1
10,3.0,2234.73,2
1,283.0,79.2,1
3,16.0,1352.0000000000002,0
2,81.0,217.16000000000005,0
5,56.0,2806.9,0
2,100.0,1317.62,3
1,299.0,436.18,1
5,23.0,981.51,0
5,59.0,1121.39,0
2,154.0,315.06,3
3,114.0,817.86,3
1,106.0,17.0,3
4,11.0,1078.2299999999998,0
1,264.0,320.62,1
1,240.0,185.05,1
7,87.0,2005.63,0
3,50.0,731.8999999999997,0
1,70.0,1290.6999999999998,0
3,42.0,1842.14,0
6,7.0,1429.64,0
1,61.0,302.36,0
1,248.0,336.96,1
1,65.0,108.38,0
7,17.0,3204.16,2
1,84.0,842.5,0
2,218.0,611.8800000000001,1
3,45.0,1337.48,0
4,143.0,195.74,3
1,183.0,161.38,3
1,170.0,135.75000000000003,3
8,9.0,1667.97,2
1,211.0,612.7800000000001,1
1,189.0,232.21,3
2,8.0,423.36,0
4,59.0,1309.14,0
2,57.0,867.1099999999999,0
4,73.0,684.42,0
1,51.0,307.78000000000003,0
1,317.0,249.0,1
1,367.0,289.35,1
4,29.0,6287.77,0
1,39.0,656.25,0
5,17.0,1880.22,0
6,51.0,3506.540000000001,0
33,3.0,14589.04,2
2,21.0,618.09,0
1,262.0,517.5500000000001,1
3,59.0,709.3800000000002,0
3,18.0,635.4100000000001,0
2,65.0,725.1800000000001,0
1,88.0,620.4,0
1,249.0,535.3399999999999,1
6,3.0,2424.94,0
1,246.0,175.2,1
11,8.0,3799.49,2
3,157.0,734.1299999999999,3
1,133.0,375.0,3
1,296.0,76.32000000000001,1
2,4.0,280.52000000000004,0
5,42.0,2053.02,0
1,268.0,1829.04,1
5,49.0,1824.23,0
9,8.0,3122.04,2
3,15.0,656.6899999999999,0
1,281.0,348.2000000000001,1
2,65.0,1025.44,0
19,1.0,5575.56,2
1,252.0,37.4,1
2,232.0,856.6000000000001,1
3,17.0,822.48,0
27,10.0,3787.6,2
4,8.0,1822.9700000000005,0
6,50.0,1885.0500000000004,0
1,59.0,73.19999999999999,0
5,95.0,1140.2100000000005,3
6,15.0,1418.3200000000002,0
3,126.0,1009.55,3
4,94.0,1037.59,3
1,50.0,331.95,0
1,138.0,197.9,3
1,60.0,215.83,0
8,100.0,10254.18,2
1,73.0,305.5400000000001,0
4,72.0,6617.65,0
1,67.0,338.7100000000001,0
6,64.0,1158.79,0
2,16.0,529.4100000000001,0
12,22.0,4006.940000000001,2
15,31.0,6911.4400000000005,2
4,44.0,981.86,0
2,15.0,215.48,0
1,40.0,215.08,0
13,2.0,5180.52,2
1,236.0,314.45000000000005,1
1,75.0,400.681,0
2,4.0,1080.62,0
4,3.0,1863.4700000000005,0
1,360.0,365.27,1
4,58.0,592.9,0
1,23.0,405.71,0
4,30.0,761.38,0
4,54.0,537.0600000000001,0
1,25.0,394.38,0
2,44.0,664.26,0
5,88.0,2262.6199999999994,0
18,1.0,21086.300000000003,2
1,88.0,547.0200000000001,0
2,19.0,690.3399999999999,0
1,78.0,159.0,0
3,170.0,1062.75,3
1,80.0,242.35,0
1,267.0,914.9299999999998,1
2,235.0,304.25000000000006,1
7,29.0,3084.6800000000003,2
3,36.0,864.86,0
1,318.0,846.72,1
4,57.0,1295.3,0
5,44.0,1096.3200000000002,0
3,203.0,255.12,3
1,225.0,314.22,1
2,87.0,1010.5999999999998,0
2,189.0,542.03,3
4,43.0,990.88,0
3,71.0,536.68,0
5,40.0,867.3099999999998,0
1,78.0,432.19999999999993,0
2,56.0,414.2,0
2,24.0,3718.8,0
13,9.0,2607.8700000000003,2
7,8.0,3603.21,2
2,33.0,409.1,0
2,211.0,1522.7500000000002,1
3,23.0,1413.66,0
1,170.0,114.56,3
1,61.0,152.94000000000003,0
5,52.0,1800.0700000000002,0
2,261.0,389.44000000000005,1
2,66.0,3683.86,0
8,16.0,2619.91,2
1,266.0,752.4300000000002,1
1,176.0,46.95,3
5,45.0,5203.510000000001,0
1,50.0,1035.45,0
4,17.0,746.83,0
9,9.0,5447.0,2
7,73.0,861.89,0
2,71.0,667.6500000000001,0
1,353.0,1141.2399999999996,1
5,2.0,1429.2400000000002,0
1,116.0,411.7,3
1,373.0,357.94999999999993,1
1,196.0,559.87,3
1,176.0,810.6,3
1,100.0,566.38,3
3,21.0,1509.5800000000002,0
1,72.0,2062.0600000000004,0
1,339.0,168.3,1
5,5.0,1570.81,0
2,31.0,823.97,0
1,169.0,142.5,3
1,121.0,302.25,3
10,21.0,2248.99,2
4,9.0,1328.5500000000004,0
1,268.0,301.90000000000003,1
3,22.0,598.1999999999999,0
1,126.0,233.22,3
3,25.0,5360.630000000001,0
1,138.0,361.2199999999999,3
6,213.0,632.27,3
4,37.0,2560.0,0
2,106.0,706.57,3
2,17.0,616.26,0
2,3.0,274.15000000000003,0
1,330.0,226.37,1
8,64.0,2938.91,2
3,119.0,1341.65,3
1,35.0,328.15,0
1,217.0,404.4,1
2,172.0,1038.46,3
5,72.0,373.6500000000001,0
2,1.0,326.74999999999994,0
1,196.0,207.50000000000003,3
3,128.0,428.68,3
3,46.0,594.24,0
14,5.0,3110.96,2
6,14.0,3844.22,2
3,17.0,251.91,0
7,28.0,1593.2,2
22,7.0,26626.8,2
1,36.0,151.05,0
1,157.0,214.8,3
1,284.0,109.95000000000002,1
1,107.0,549.07,3
4,24.0,1971.87,0
4,75.0,322.41,0
2,16.0,370.48,0
1,158.0,101.1,3
1,44.0,575.4100000000001,0
2,11.0,887.6500000000001,0
7,32.0,1469.45,2
1,290.0,53.5,1
4,21.0,1116.47,0
1,332.0,153.9,1
2,17.0,494.44,0
23,3.0,6675.710000000001,2
2,63.0,395.8,0
3,197.0,211.77,3
3,33.0,658.88,0
4,1.0,2027.5,0
9,7.0,1750.9200000000003,2
6,4.0,3512.53,2
4,9.0,896.6600000000001,0
5,32.0,734.77,0
1,53.0,109.36,0
2,11.0,707.0399999999998,0
9,17.0,1540.42,2
1,18.0,327.3,0
2,37.0,804.49,0
2,2.0,497.43,0
3,18.0,1553.66,0
4,82.0,1320.56,0
2,33.0,367.93,0
2,66.0,473.03,0
2,8.0,987.01,0
1,267.0,676.2,1
3,247.0,362.9500000000001,1
4,4.0,2157.4000000000005,0
1,61.0,1780.59,0
2,74.0,668.3599999999998,0
2,89.0,584.5,0
3,60.0,555.89,0
2,28.0,317.2,0
1,322.0,94.36,1
4,53.0,1382.07,0
1,269.0,221.19,1
13,2.0,3046.21,2
5,56.0,1555.34,0
5,60.0,1486.9,0
2,154.0,1705.8,3
2,19.0,408.57,0
1,94.0,303.93,3
12,1.0,4098.32,2
2,264.0,299.6,1
1,312.0,177.5,1
1,70.0,443.05000000000007,0
2,302.0,167.25,1
1,18.0,163.07000000000002,0
10,12.0,2126.9300000000003,2
5,36.0,2028.88,0
2,19.0,214.65,0
1,53.0,151.83,0
1,56.0,262.2,0
2,21.0,126.25,0
1,44.0,210.35,0
3,26.0,1051.4,0
3,44.0,675.2700000000002,0
6,112.0,972.23,3
51,17.0,34684.4,2
1,24.0,346.12,0
1,191.0,133.56,3
1,302.0,302.69999999999993,1
10,2.0,1908.25,2
2,263.0,241.06,1
1,106.0,284.55,3
1,57.0,300.85,0
3,213.0,642.8100000000001,1
1,64.0,287.4,0
1,28.0,184.26,0
7,29.0,1522.2500000000002,2
5,5.0,798.35,0
5,7.0,3640.67,0
2,67.0,381.2,0
3,1.0,616.79,0
4,46.0,654.6700000000001,0
1,33.0,230.51,0
2,0.0,168472.5,0
1,135.0,259.01,3
1,198.0,188.89,3
2,197.0,707.69,3
1,149.0,311.92,3
1,87.0,266.97,0
2,44.0,6.9,0
7,63.0,1841.1800000000003,0
5,99.0,2158.3700000000003,3
1,218.0,208.36,1
18,2.0,3482.7400000000007,2
3,28.0,814.72,0
1,177.0,151.41999999999996,3
3,73.0,136.0,0
4,21.0,1422.4,0
3,19.0,1314.68,0
7,33.0,1603.46,2
1,74.0,74.9,0
4,23.0,650.4300000000001,0
4,51.0,762.39,0
1,274.0,223.95,1
3,164.0,316.11,3
7,7.0,1871.5,2
4,88.0,544.3,0
7,63.0,2494.46,0
3,25.0,331.0,0
2,10.0,300.8299999999999,0
1,75.0,769.29,0
1,15.0,220.62,0
1,192.0,139.35,3
2,173.0,404.30000000000007,3
1,77.0,363.65,0
3,33.0,498.8,0
1,46.0,731.5,0
4,79.0,1351.63,0
1,296.0,826.5299999999999,1
3,3.0,684.41,0
3,8.0,1599.52,0
6,49.0,2965.69,0
2,161.0,100.97,3
2,360.0,365.4500000000001,1
6,4.0,400.86,0
4,106.0,1431.9299999999998,3
1,25.0,484.38000000000005,0
1,31.0,777.6,0
2,19.0,90.3,0
1,296.0,363.7000000000001,1
1,372.0,248.1,1
3,21.0,950.26,0
4,4.0,874.5899999999999,0
5,52.0,1627.13,0
1,30.0,101.7,0
1,277.0,162.70000000000005,1
2,61.0,484.3200000000001,0
2,25.0,215.08,0
3,186.0,1046.57,3
21,1.0,9418.47,2
26,2.0,13027.45,2
1,171.0,290.36,3
1,81.0,228.06000000000003,0
1,3.0,244.41000000000005,0
1,190.0,455.25,3
7,22.0,1244.59,2
3,17.0,6748.8,0
3,19.0,1095.5600000000002,0
1,5.0,593.75,0
1,110.0,548.97,3
4,2.0,1388.81,0
1,53.0,119.62,0
1,164.0,339.3,3
2,290.0,787.15,1
10,10.0,4154.639999999999,2
5,108.0,2298.97,3
3,95.0,922.12,3
2,242.0,379.73,1
12,163.0,5719.82,3
3,42.0,837.0999999999999,0
2,35.0,285.89,0
7,66.0,3313.79,2
2,24.0,281.85,0
20,0.0,8338.490000000002,2
2,26.0,841.41,0
2,5.0,511.12000000000006,0
1,53.0,1077.74,0
1,364.0,173.7,1
5,15.0,614.6600000000001,0
2,194.0,865.5999999999999,3
1,3.0,124.2,0
10,15.0,3738.4,2
3,26.0,1421.69,0
3,127.0,1009.6,3
2,84.0,663.61,0
1,71.0,451.44,0
1,182.0,105.84,3
1,113.0,313.61999999999995,3
1,373.0,233.45,1
2,80.0,936.0799999999998,0
1,248.0,463.95,1
1,232.0,225.14999999999995,1
3,71.0,459.24,0
1,68.0,213.5,0
16,4.0,4113.68,2
3,50.0,330.03000000000003,0
